"Date","Price","Open","High","Low","Vol.","Change %"
"11/10/2020","25.60","28.50","28.90","25.50","37.56M","-9.54%"
"11/09/2020","28.30","29.50","30.00","27.40","57.15M","14.57%"
"11/06/2020","24.70","25.20","25.40","24.50","23.77M","-0.80%"
"11/05/2020","24.90","24.50","25.10","24.10","22.67M","4.18%"
"11/04/2020","23.90","23.50","24.40","23.10","38.37M","4.37%"
"11/03/2020","22.90","19.50","23.00","19.50","41.78M","19.27%"
"11/02/2020","19.20","18.00","19.20","17.90","15.37M","5.49%"
"10/29/2020","18.20","17.20","18.40","17.10","9.08M","6.43%"
"10/28/2020","17.10","17.60","18.00","16.70","7.46M","-3.39%"
"10/27/2020","17.70","17.20","17.90","17.20","7.81M","2.31%"
"10/26/2020","17.30","16.90","17.80","16.50","9.48M","-2.81%"
"10/23/2020","17.80","18.50","18.90","17.70","17.85M","-1.11%"
"10/22/2020","18.00","16.70","18.10","16.60","25.35M","5.26%"
"10/21/2020","17.10","19.00","19.00","16.70","27.36M","-11.40%"
"10/20/2020","19.30","19.50","19.50","18.80","9.95M","-1.03%"
"10/19/2020","19.50","19.50","19.60","19.10","22.91M","4.28%"
"10/16/2020","18.70","18.30","19.00","18.00","30.26M","3.89%"
"10/15/2020","18.00","16.60","18.20","16.20","36.33M","9.09%"
"10/14/2020","16.50","17.60","17.70","16.20","25.80M","-3.51%"
"10/13/2020","17.10","17.50","18.40","16.70","48.98M","0.59%"
"10/12/2020","17.00","15.00","17.20","15.00","52.45M","17.24%"
"10/09/2020","14.50","13.80","15.10","13.80","57.44M","8.21%"
"10/08/2020","13.40","12.40","13.40","12.40","41.85M","10.74%"
"10/07/2020","12.10","11.70","12.60","11.60","19.81M","0.83%"
"10/06/2020","12.00","11.50","12.90","11.00","40.92M","2.56%"
"10/05/2020","11.70","12.50","13.00","11.50","53.30M","-15.22%"
"10/02/2020","13.80","11.80","13.90","11.80","45.99M","18.97%"
"09/30/2020","11.60","10.80","11.60","10.80","28.72M","6.42%"
"09/29/2020","10.90","10.90","11.00","10.60","14.84M","-1.80%"
"09/28/2020","11.10","11.10","11.30","10.80","19.92M","-0.89%"
"09/25/2020","11.20","10.80","11.40","10.70","22.10M","4.67%"
"09/24/2020","10.70","9.80","10.70","9.80","38.94M","9.18%"
"09/23/2020","9.80","9.70","9.90","9.50","4.64M","2.08%"
"09/22/2020","9.60","9.90","9.90","9.40","11.76M","-2.04%"
"09/21/2020","9.80","10.00","10.20","9.50","13.27M","0.00%"
"09/18/2020","9.80","9.00","10.10","9.00","34.09M","8.89%"
"09/17/2020","9.00","8.80","9.20","8.50","14.78M","0.00%"
"09/16/2020","9.00","10.00","10.30","8.60","49.06M","-6.25%"
"09/15/2020","9.60","8.10","10.00","8.00","45.22M","23.08%"
"09/14/2020","7.80","7.00","8.00","7.00","17.86M","13.04%"
"09/11/2020","6.90","6.90","7.00","6.80","3.78M","0.00%"
"09/10/2020","6.90","7.00","7.30","6.80","21.89M","0.00%"
"09/09/2020","6.90","6.30","7.00","6.30","21.29M","7.81%"
"09/08/2020","6.40","6.30","6.40","6.20","9.69M","3.23%"
"09/07/2020","6.20","6.30","6.40","6.10","10.55M","0.00%"
"09/04/2020","6.20","6.00","6.30","5.80","11.01M","3.33%"
"09/03/2020","6.00","5.60","6.00","5.60","19.45M","7.14%"
"09/02/2020","5.60","5.20","5.70","5.20","8.08M","7.69%"
"08/31/2020","5.20","5.20","5.30","5.20","598.19K","0.00%"
"08/28/2020","5.20","5.20","5.30","5.10","4.53M","0.00%"
"08/27/2020","5.20","5.20","5.20","5.00","2.57M","0.00%"
"08/26/2020","5.20","5.00","5.20","4.90","7.77M","1.96%"
"08/25/2020","5.10","5.00","5.10","5.00","2.86M","0.00%"
"08/24/2020","5.10","5.20","5.20","5.00","3.42M","-1.92%"
"08/21/2020","5.20","5.30","5.30","5.10","2.51M","0.00%"
"08/20/2020","5.20","5.40","5.40","5.10","13.27M","-3.70%"
"08/19/2020","5.40","5.10","5.50","5.10","18.78M","5.88%"
"08/18/2020","5.10","4.50","5.10","4.50","14.61M","13.33%"
"08/17/2020","4.50","4.50","4.60","4.40","5.32M","2.27%"
"08/14/2020","4.40","4.30","4.50","4.30","33.43M","10.00%"
"08/13/2020","4.00","3.90","4.00","3.90","9.18M","2.56%"
"08/12/2020","3.90","3.90","4.00","3.90","1.83M","0.00%"
"08/11/2020","3.90","3.90","4.00","3.80","2.09M","0.00%"
"08/10/2020","3.90","4.00","4.00","3.80","2.45M","-2.50%"
"08/07/2020","4.00","4.00","4.10","3.90","9.06M","0.00%"
"08/06/2020","4.00","3.90","4.00","3.80","1.08M","2.56%"
"08/05/2020","3.90","3.90","4.00","3.80","903.50K","0.00%"
"08/04/2020","3.90","3.80","4.00","3.80","2.19M","0.00%"
"07/31/2020","3.90","3.70","3.90","3.60","6.35M","5.41%"
"07/30/2020","3.70","3.60","3.70","3.60","417.99K","0.00%"
"07/29/2020","3.70","3.80","3.80","3.60","3.72M","-2.63%"
"07/28/2020","3.80","3.70","3.80","3.60","3.10M","2.70%"
"07/27/2020","3.70","3.70","3.70","3.60","1.03M","0.00%"
"07/24/2020","3.70","3.70","3.70","3.60","1.61M","2.78%"
"07/23/2020","3.60","3.50","3.70","3.50","1.24M","0.00%"
"07/22/2020","3.60","3.60","3.70","3.50","3.52M","0.00%"
"07/21/2020","3.60","3.60","3.70","3.50","1.93M","2.86%"
"07/20/2020","3.50","3.30","3.60","3.20","5.41M","9.37%"
"07/17/2020","3.20","3.10","3.30","3.10","1.73M","6.67%"
"07/16/2020","3.00","3.00","3.20","3.00","1.39M","0.00%"
"07/15/2020","3.00","3.00","3.10","2.90","1.32M","0.00%"
"07/14/2020","3.00","2.90","3.10","2.90","3.42M","0.00%"
"07/13/2020","3.00","3.00","3.10","2.90","5.49M","-6.25%"
"07/10/2020","3.20","3.20","3.20","3.10","6.88M","-3.03%"
"07/09/2020","3.30","3.20","3.40","3.20","1.79M","3.12%"
"07/08/2020","3.20","3.20","3.30","3.10","516.77K","0.00%"
"07/07/2020","3.20","3.30","3.30","3.20","626.64K","-3.03%"
"07/06/2020","3.30","3.20","3.30","3.10","1.33M","0.00%"
"07/03/2020","3.30","3.30","3.40","3.20","906.36K","0.00%"
"07/02/2020","3.30","3.40","3.40","3.30","3.10M","-2.94%"
"07/01/2020","3.40","3.30","3.40","3.20","1.54M","6.25%"
"06/30/2020","3.20","3.30","3.30","3.20","533.69K","-3.03%"
"06/29/2020","3.30","3.30","3.40","3.20","3.27M","0.00%"
"06/26/2020","3.30","3.10","3.40","3.10","6.91M","6.45%"
"06/25/2020","3.10","3.10","3.20","3.00","2.63M","0.00%"
"06/24/2020","3.10","3.00","3.10","3.00","1.20M","0.00%"
"06/23/2020","3.10","3.10","3.10","2.90","3.75M","0.00%"
"06/22/2020","3.10","3.00","3.10","2.90","1.28M","3.33%"
"06/19/2020","3.00","2.90","3.00","2.90","2.30M","3.45%"
"06/18/2020","2.90","3.00","3.00","2.90","310.50K","-3.33%"
"06/17/2020","3.00","2.90","3.00","2.90","569.24K","3.45%"
"06/16/2020","2.90","2.90","3.00","2.90","551.66K","0.00%"
"06/15/2020","2.90","2.90","3.00","2.90","6.01M","-3.33%"
"06/12/2020","3.00","3.00","3.00","2.80","4.11M","0.00%"
"06/11/2020","3.00","3.10","3.10","2.90","10.29M","-3.23%"
"06/10/2020","3.10","3.10","3.20","3.00","2.45M","-3.13%"
"06/09/2020","3.20","3.00","3.20","2.90","25.97M","6.67%"
"06/08/2020","3.00","2.70","3.00","2.70","19.31M","11.11%"
"06/04/2020","2.70","2.70","2.70","2.60","1.71M","3.85%"
"06/03/2020","2.60","2.60","2.70","2.60","7.68M","-3.70%"
"06/02/2020","2.70","2.60","2.70","2.50","15.27M","8.00%"
"06/01/2020","2.50","2.70","2.70","2.50","11.43M","-3.85%"
"05/29/2020","2.60","2.70","2.70","2.60","7.97M","-7.14%"
"05/28/2020","2.80","2.50","2.80","2.40","65.61M","12.00%"
"05/27/2020","2.50","2.50","2.50","2.40","1.14M","0.00%"
"05/26/2020","2.50","2.60","2.60","2.40","894.59K","-3.85%"
"05/22/2020","2.60","2.70","2.70","2.50","3.85M","0.00%"
"05/21/2020","2.60","2.50","2.70","2.40","5.78M","4.00%"
"05/20/2020","2.50","2.60","2.60","2.40","1.67M","0.00%"
"05/19/2020","2.50","2.60","2.60","2.40","7.50M","-3.85%"
"05/18/2020","2.60","2.50","2.60","2.40","2.96M","8.33%"
"05/15/2020","2.40","2.60","2.60","2.40","1.77M","-4.00%"
"05/14/2020","2.50","2.10","2.50","2.10","2.24M","19.05%"
"05/13/2020","2.10","1.90","2.20","1.80","4.79M","10.53%"
"05/12/2020","1.90","1.90","1.90","1.70","4.01M","-5.00%"
"05/11/2020","2.00","2.00","2.00","2.00","83.26K","0.00%"
"03/20/2020","2.00","2.30","2.30","1.80","3.10M","-16.67%"
"03/13/2020","2.40","2.70","2.70","2.30","8.18M","-11.11%"
"03/12/2020","2.70","3.00","3.00","2.70","1.45M","-10.00%"
"03/11/2020","3.00","3.10","3.20","3.00","2.50M","0.00%"
"03/10/2020","3.00","3.30","3.30","2.90","802.72K","-9.09%"
"03/06/2020","3.30","3.50","3.50","3.20","640.57K","-5.71%"
"03/05/2020","3.50","3.50","3.50","3.40","78.12K","0.00%"
"03/04/2020","3.50","3.50","3.50","3.40","363.95K","0.00%"
"03/03/2020","3.50","3.60","3.60","3.50","1.45M","0.00%"
"03/02/2020","3.50","3.70","3.80","3.50","4.90M","-7.89%"
"02/28/2020","3.80","4.00","4.00","3.80","124.82K","-2.56%"
"02/27/2020","3.90","3.80","4.00","3.80","54.13K","0.00%"
"02/26/2020","3.90","4.00","4.00","3.90","218.38K","-2.50%"
"02/25/2020","4.00","4.10","4.20","4.00","236.96K","0.00%"
"02/24/2020","4.00","4.20","4.20","4.00","104.50K","-4.76%"
"02/20/2020","4.20","4.40","4.40","4.10","323.16K","-4.55%"
"02/19/2020","4.40","4.50","4.50","4.40","75.64K","-2.22%"
"02/18/2020","4.50","4.40","4.50","4.40","29.25K","0.00%"
"02/17/2020","4.50","4.40","4.50","4.40","2.29K","2.27%"
"02/14/2020","4.40","4.50","4.50","4.40","12.29K","0.00%"
"02/13/2020","4.40","4.60","4.60","4.40","246.07K","-4.35%"
"02/12/2020","4.60","4.70","4.70","4.60","172.23K","-2.13%"
"02/11/2020","4.70","4.70","4.80","4.70","179.38K","0.00%"
"02/10/2020","4.70","4.80","4.80","4.70","14.18K","-2.08%"
"02/07/2020","4.80","4.80","4.90","4.70","35.72K","0.00%"
"02/06/2020","4.80","4.80","4.90","4.80","0.70K","-2.04%"
"02/05/2020","4.90","4.80","4.90","4.80","50.80K","0.00%"
"02/03/2020","4.90","4.90","4.90","4.80","33.18K","0.00%"
"01/31/2020","4.90","4.90","4.90","4.90","1.10K","0.00%"
"01/30/2020","4.90","4.80","4.90","4.70","44.71K","2.08%"
"01/29/2020","4.80","4.80","4.90","4.80","2.50K","0.00%"
"01/28/2020","4.80","4.80","4.80","4.70","6.99K","0.00%"
"01/27/2020","4.80","4.90","4.90","4.80","120.00K","-2.04%"
"01/24/2020","4.90","4.90","5.00","4.90","152.61K","0.00%"
"01/23/2020","4.90","4.90","5.00","4.80","168.73K","-2.00%"
"01/22/2020","5.00","5.00","5.00","4.90","20.27K","2.04%"
"01/21/2020","4.90","4.90","4.90","4.80","83.00K","0.00%"
"01/20/2020","4.90","4.90","4.90","4.90","1.03K","2.08%"
"01/17/2020","4.80","4.90","4.90","4.80","6.19K","-4.00%"
"01/16/2020","5.00","5.00","5.00","5.00","10.11K","0.00%"
"01/14/2020","5.00","5.00","5.00","4.80","2.11K","0.00%"
"01/13/2020","5.00","4.90","5.00","4.90","41.10K","4.17%"
"01/09/2020","4.80","4.90","4.90","4.80","34.21K","2.13%"
"01/08/2020","4.70","4.90","4.90","4.70","132.33K","-4.08%"
"01/07/2020","4.90","4.90","5.00","4.90","12.66K","-2.00%"
"01/06/2020","5.00","4.90","5.10","4.90","4.54K","2.04%"
"01/03/2020","4.90","5.00","5.10","4.90","17.70K","-3.92%"
"01/02/2020","5.10","5.00","5.10","4.80","36.62K","0.00%"
"12/31/2019","5.10","5.00","5.10","4.90","51.56K","2.00%"
"12/30/2019","5.00","5.00","5.10","4.80","56.04K","0.00%"
"12/27/2019","5.00","4.90","5.00","4.90","45.10K","0.00%"
"12/26/2019","5.00","5.00","5.00","4.90","25.25K","2.04%"
"12/24/2019","4.90","5.00","5.00","4.90","29.86K","0.00%"
"12/23/2019","4.90","4.90","4.90","4.80","73.10K","0.00%"
"12/20/2019","4.90","5.00","5.00","4.80","1.09M","-3.92%"
"12/19/2019","5.10","5.10","5.10","5.00","7.73K","0.00%"
"12/18/2019","5.10","5.10","5.10","5.00","60.82K","2.00%"
"12/17/2019","5.00","5.00","5.00","5.00","51.74K","0.00%"
"12/16/2019","5.00","5.00","5.10","5.00","526.69K","-1.96%"
"12/13/2019","5.10","5.10","5.10","5.00","153.02K","-1.92%"
"12/12/2019","5.20","5.00","5.20","5.00","63.73K","1.96%"
"12/10/2019","5.10","5.00","5.10","5.00","21.14K","0.00%"
"12/09/2019","5.10","5.20","5.20","5.00","5.76K","0.00%"
"12/06/2019","5.10","5.10","5.10","5.00","1.03M","0.00%"
"12/05/2019","5.10","5.20","5.20","5.00","599.69K","-1.92%"
"12/04/2019","5.20","5.20","5.20","5.10","1.13M","0.00%"
"12/03/2019","5.20","5.20","5.30","5.10","512.88K","0.00%"
"12/02/2019","5.20","5.20","5.30","5.20","41.33K","0.00%"
"11/29/2019","5.20","5.20","5.20","5.00","927.28K","-1.89%"
"11/28/2019","5.30","5.20","5.30","5.10","585.38K","1.92%"
"11/27/2019","5.20","5.10","5.20","5.10","26.60K","0.00%"
"11/26/2019","5.20","5.10","5.20","5.10","11.30K","0.00%"
"11/25/2019","5.20","5.20","5.20","5.00","50.44K","1.96%"
"11/22/2019","5.10","5.20","5.20","5.00","94.64K","-1.92%"
"11/21/2019","5.20","5.00","5.20","5.00","65.22K","0.00%"
"11/20/2019","5.20","5.20","5.20","5.00","164.82K","0.00%"
"11/19/2019","5.20","5.00","5.20","5.00","128.00K","4.00%"
"11/18/2019","5.00","5.30","5.30","5.00","1.28M","-1.96%"
"11/15/2019","5.10","5.10","5.20","5.00","584.52K","2.00%"
"11/14/2019","5.00","5.20","5.20","5.00","253.30K","-3.85%"
"11/13/2019","5.20","5.10","5.20","5.00","53.14K","1.96%"
"11/08/2019","5.10","5.10","5.10","5.00","54.71K","0.00%"
"11/07/2019","5.10","5.20","5.20","5.10","131.40K","-1.92%"
"11/06/2019","5.20","5.30","5.30","5.10","124.81K","-1.89%"
"11/05/2019","5.30","5.20","5.30","5.20","34.55K","1.92%"
"11/04/2019","5.20","5.30","5.30","5.20","138.24K","1.96%"
"11/01/2019","5.10","5.20","5.30","5.10","183.72K","-1.92%"
"10/31/2019","5.20","5.30","5.30","5.10","18.93K","0.00%"
"10/30/2019","5.20","5.20","5.30","5.10","66.33K","0.00%"
"10/29/2019","5.20","5.20","5.20","5.10","142.40K","1.96%"
"10/28/2019","5.10","5.30","5.30","5.10","131.40K","-1.92%"
"10/25/2019","5.20","5.20","5.30","5.10","92.57K","0.00%"
"10/24/2019","5.20","5.20","5.20","5.10","252.29K","1.96%"
"10/23/2019","5.10","5.20","5.20","5.00","5.01M","0.00%"
"10/22/2019","5.10","5.20","5.20","5.00","81.45K","-1.92%"
"10/21/2019","5.20","5.30","5.30","5.10","116.37K","0.00%"
"10/18/2019","5.20","5.20","5.30","5.20","37.70K","0.00%"
"10/17/2019","5.20","5.20","5.20","5.10","61.32K","-3.70%"
"10/16/2019","5.40","5.10","5.40","5.10","204.31K","1.89%"
"10/15/2019","5.30","5.30","5.30","5.20","32.92K","-1.85%"
"10/14/2019","5.40","5.20","5.40","5.20","959.08K","5.88%"
"10/11/2019","5.10","5.30","5.30","5.10","116.15K","-3.77%"
"10/10/2019","5.30","5.30","5.30","5.20","499.00K","1.92%"
"10/09/2019","5.20","5.20","5.20","5.10","290.94K","0.00%"
"10/08/2019","5.20","5.10","5.30","5.10","59.14K","-1.89%"
"10/07/2019","5.30","5.30","5.40","5.00","55.66K","1.92%"
"10/04/2019","5.20","5.20","5.20","5.20","","0.00%"
"10/03/2019","5.20","5.20","5.20","5.00","76.88K","0.00%"
"10/02/2019","5.20","5.20","5.20","5.20","0.00K","0.00%"
"10/01/2019","5.20","5.00","5.20","5.00","4.35K","0.00%"
"09/30/2019","5.20","5.00","5.40","4.90","219.24K","0.00%"
"09/27/2019","5.20","5.10","5.20","5.00","17.95K","1.96%"
"09/26/2019","5.10","5.20","5.20","5.10","63.83K","-1.92%"
"09/25/2019","5.20","5.40","5.40","5.20","260.07K","0.00%"
"09/24/2019","5.20","5.60","5.60","5.20","403.97K","-7.14%"
"09/23/2019","5.60","5.50","5.60","5.40","82.40K","1.82%"
"09/20/2019","5.50","5.50","5.50","5.40","65.46K","0.00%"
"09/19/2019","5.50","5.50","5.50","5.50","450.29K","1.85%"
"09/18/2019","5.40","5.40","5.50","5.40","7.30K","0.00%"
"09/17/2019","5.40","5.50","5.50","5.30","44.93K","-1.82%"
"09/16/2019","5.50","5.50","5.50","5.40","51.68K","1.85%"
"09/12/2019","5.40","5.40","5.50","5.40","138.80K","-1.82%"
"09/11/2019","5.50","5.50","5.50","5.40","430.23K","-1.79%"
"09/10/2019","5.60","5.60","5.60","5.50","116.54K","0.00%"
"09/09/2019","5.60","5.60","5.60","5.50","29.12K","0.00%"
"09/06/2019","5.60","5.50","5.60","5.50","15.90K","1.82%"
"09/05/2019","5.50","5.60","5.60","5.50","533.01K","-1.79%"
"09/04/2019","5.60","5.70","5.70","5.60","14.80K","-1.75%"
"09/03/2019","5.70","5.60","5.70","5.60","105.95K","0.00%"
"09/02/2019","5.70","5.80","5.80","5.60","17.94K","1.79%"
"08/30/2019","5.60","5.90","5.90","5.60","14.81K","-3.45%"
"08/29/2019","5.80","5.50","5.80","5.50","2.44M","1.75%"
"08/28/2019","5.70","5.50","5.80","5.50","217.47K","3.64%"
"08/27/2019","5.50","5.50","5.60","5.50","255.81K","-1.79%"
"08/26/2019","5.60","5.60","5.60","5.50","125.41K","0.00%"
"08/23/2019","5.60","5.60","5.70","5.50","22.12K","0.00%"
"08/22/2019","5.60","5.70","5.70","5.50","59.61K","0.00%"
"08/21/2019","5.60","5.70","5.80","5.50","202.15K","-1.75%"
"08/20/2019","5.70","5.70","5.70","5.70","0.21K","0.00%"
"08/19/2019","5.70","5.70","5.70","5.50","237.22K","0.00%"
"08/16/2019","5.70","5.80","5.80","5.70","136.30K","-1.72%"
"08/15/2019","5.80","6.00","6.00","5.80","235.91K","-1.69%"
"08/13/2019","5.90","6.00","6.00","5.90","496.13K","-1.67%"
"08/09/2019","6.00","5.90","6.00","5.90","121.47K","3.45%"
"08/08/2019","5.80","5.90","5.90","5.80","595.35K","-1.69%"
"08/07/2019","5.90","5.80","6.00","5.70","1.56M","0.00%"
"08/06/2019","5.90","5.90","5.90","5.70","813.51K","-1.67%"
"08/05/2019","6.00","6.00","6.00","5.90","536.26K","0.00%"
"08/02/2019","6.00","6.00","6.00","5.80","359.83K","1.69%"
"08/01/2019","5.90","6.00","6.10","5.80","509.30K","-1.67%"
"07/31/2019","6.00","6.00","6.20","6.00","845.63K","1.69%"
"07/30/2019","5.90","6.10","6.20","5.80","387.83K","-1.67%"
"07/29/2019","6.00","6.00","6.30","6.00","1.03M","0.00%"
"07/26/2019","6.00","5.90","6.00","5.70","2.10M","3.45%"
"07/25/2019","5.80","5.60","5.90","5.60","1.12M","1.75%"
"07/24/2019","5.70","5.60","5.80","5.60","1.23M","1.79%"
"07/23/2019","5.60","5.50","5.70","5.50","174.47K","0.00%"
"07/22/2019","5.60","5.60","5.70","5.50","545.99K","0.00%"
"07/19/2019","5.60","5.60","5.70","5.50","2.37M","0.00%"
"07/18/2019","5.60","5.50","5.60","5.50","2.98M","1.82%"
"07/17/2019","5.50","5.50","5.60","5.40","609.93K","0.00%"
"07/15/2019","5.50","5.50","5.50","5.40","236.75K","0.00%"
"07/12/2019","5.50","5.60","5.60","5.40","118.23K","-1.79%"
"07/11/2019","5.60","5.60","5.60","5.50","76.86K","0.00%"
"07/10/2019","5.60","5.50","5.70","5.50","790.39K","1.82%"
"07/09/2019","5.50","5.60","5.60","5.50","197.80K","0.00%"
"07/08/2019","5.50","5.50","5.60","5.50","939.66K","-1.79%"
"07/05/2019","5.60","5.60","5.60","5.40","691.55K","0.00%"
"07/04/2019","5.60","5.60","5.70","5.60","177.87K","0.00%"
"07/03/2019","5.60","5.50","5.70","5.50","468.11K","1.82%"
"07/02/2019","5.50","5.70","5.70","5.40","123.41K","-1.79%"
"07/01/2019","5.60","5.60","5.70","5.50","178.51K","-1.75%"
"06/28/2019","5.70","5.70","5.70","5.60","118.71K","1.79%"
"06/27/2019","5.60","5.30","5.70","5.30","1.83M","5.66%"
"06/26/2019","5.30","5.20","5.30","5.20","37.61K","1.92%"
"06/25/2019","5.20","5.30","5.40","5.20","48.93K","-1.89%"
"06/24/2019","5.30","5.40","5.40","5.30","79.77K","-1.85%"
"06/21/2019","5.40","5.50","5.50","5.30","1.29M","-1.82%"
"06/20/2019","5.50","5.60","5.60","5.40","755.34K","0.00%"
"06/19/2019","5.50","5.00","5.70","5.00","3.45M","10.00%"
"06/18/2019","5.00","4.90","5.10","4.90","1.66M","4.17%"
"06/17/2019","4.80","4.90","4.90","4.80","96.63K","-2.04%"
"06/14/2019","4.90","4.90","4.90","4.80","430.41K","0.00%"
"06/13/2019","4.90","5.10","5.10","4.80","1.68M","-3.92%"
"06/12/2019","5.10","4.90","5.40","4.90","3.08M","4.08%"
"06/11/2019","4.90","4.60","5.00","4.60","2.21M","6.52%"
"06/10/2019","4.60","4.30","4.70","4.30","1.25M","2.22%"
"06/07/2019","4.50","4.30","4.60","4.10","1.24M","7.14%"
"06/06/2019","4.20","4.10","4.30","4.10","191.82K","2.44%"
"06/04/2019","4.10","4.10","4.20","4.00","440.35K","2.50%"
"06/03/2019","4.00","4.10","4.10","4.00","7.17K","0.00%"
"05/31/2019","4.00","4.00","4.00","4.00","10.01K","0.00%"
"05/30/2019","4.00","4.00","4.10","4.00","6.14K","0.00%"
"05/29/2019","4.00","4.00","4.00","4.00","108.10K","0.00%"
"05/28/2019","4.00","4.00","4.10","4.00","23.93K","0.00%"
"05/27/2019","4.00","4.10","4.10","4.00","190.42K","0.00%"
"05/24/2019","4.00","4.00","4.10","4.00","5.00K","0.00%"
"05/23/2019","4.00","3.90","4.10","3.90","33.35K","0.00%"
"05/22/2019","4.00","4.00","4.10","4.00","13.83K","0.00%"
"05/21/2019","4.00","4.00","4.10","4.00","56.90K","0.00%"
"05/17/2019","4.00","4.00","4.00","4.00","42.61K","0.00%"
"05/16/2019","4.00","3.90","4.00","3.80","68.81K","2.56%"
"05/15/2019","3.90","3.90","4.00","3.90","424.86K","0.00%"
"05/14/2019","3.90","3.90","3.90","3.90","70.20K","-2.50%"
"05/13/2019","4.00","4.00","4.00","4.00","30.72K","2.56%"
"05/10/2019","3.90","3.90","4.00","3.90","5.79K","0.00%"
"05/09/2019","3.90","3.90","3.90","3.90","81.93K","-2.50%"
"05/08/2019","4.00","4.00","4.00","3.90","4.96K","0.00%"
"05/07/2019","4.00","3.90","4.00","3.90","68.66K","0.00%"
"05/06/2019","4.00","4.00","4.10","3.90","279.60K","-2.44%"
"05/03/2019","4.10","3.90","4.10","3.90","219.60K","2.50%"
"05/02/2019","4.00","4.00","4.00","4.00","242.80K","0.00%"
"04/30/2019","4.00","4.00","4.00","4.00","6.50K","0.00%"
"04/29/2019","4.00","4.00","4.10","4.00","11.85K","0.00%"
"04/26/2019","4.00","4.00","4.00","3.90","53.83K","2.56%"
"04/25/2019","3.90","3.90","4.10","3.90","51.78K","-2.50%"
"04/24/2019","4.00","3.90","4.00","3.90","115.80K","0.00%"
"04/23/2019","4.00","4.10","4.10","3.90","176.96K","-4.76%"
"04/18/2019","4.20","4.20","4.30","4.20","123.92K","0.00%"
"04/17/2019","4.20","4.20","4.30","4.20","21.68K","0.00%"
"04/16/2019","4.20","4.20","4.20","4.10","12.05K","0.00%"
"04/12/2019","4.20","4.10","4.20","4.10","54.95K","2.44%"
"04/11/2019","4.10","4.20","4.20","4.10","101.15K","0.00%"
"04/10/2019","4.10","4.20","4.20","4.10","248.32K","0.00%"
"04/09/2019","4.10","4.10","4.10","4.10","69.50K","0.00%"
"04/08/2019","4.10","4.20","4.20","4.00","6.40K","0.00%"
"04/05/2019","4.10","4.10","4.20","4.10","70.72K","-2.38%"
"04/04/2019","4.20","4.10","4.20","4.10","9.09K","2.44%"
"04/03/2019","4.10","4.10","4.20","4.00","9.55K","2.50%"
"04/02/2019","4.00","4.00","4.10","4.00","0.98K","0.00%"
"04/01/2019","4.00","4.10","4.20","4.00","45.70K","0.00%"
"03/29/2019","4.00","4.00","4.10","4.00","102.79K","0.00%"
"03/28/2019","4.00","4.00","4.10","4.00","311.81K","0.00%"
"03/27/2019","4.00","4.10","4.10","4.00","15.85K","0.00%"
"03/26/2019","4.00","4.00","4.10","4.00","106.76K","0.00%"
"03/25/2019","4.00","4.00","4.00","4.00","3.08K","-2.44%"
"03/22/2019","4.10","4.00","4.10","4.00","53.00K","0.00%"
"03/21/2019","4.10","4.10","4.10","4.00","15.59K","0.00%"
"03/19/2019","4.10","4.10","4.10","4.00","141.40K","2.50%"
"03/18/2019","4.00","4.10","4.10","4.00","19.37K","0.00%"
"03/15/2019","4.00","4.00","4.10","4.00","109.17K","-2.44%"
"03/14/2019","4.10","4.00","4.10","4.00","1.11M","0.00%"
"03/13/2019","4.10","4.20","4.20","4.10","118.48K","0.00%"
"03/12/2019","4.10","4.10","4.20","4.10","135.69K","0.00%"
"03/11/2019","4.10","4.10","4.20","4.10","304.20K","-2.38%"
"03/08/2019","4.20","4.10","4.20","4.10","878.50K","0.00%"
"03/07/2019","4.20","4.20","4.30","4.10","7.41K","2.44%"
"03/06/2019","4.10","4.20","4.30","4.10","227.74K","0.00%"
"03/05/2019","4.10","4.20","4.30","4.10","156.80K","-2.38%"
"03/01/2019","4.20","4.30","4.30","4.20","9.16K","0.00%"
"02/28/2019","4.20","4.30","4.30","4.10","66.71K","0.00%"
"02/27/2019","4.20","4.10","4.30","4.10","87.14K","0.00%"
"02/26/2019","4.20","4.10","4.20","4.10","47.56K","2.44%"
"02/25/2019","4.10","4.20","4.20","4.10","61.79K","-2.38%"
"02/22/2019","4.20","4.20","4.20","4.10","18.68K","2.44%"
"02/21/2019","4.10","4.30","4.30","4.10","387.53K","-2.38%"
"02/20/2019","4.20","4.30","4.30","4.20","46.20K","-2.33%"
"02/18/2019","4.30","4.30","4.30","4.20","722.38K","2.38%"
"02/15/2019","4.20","4.20","4.30","4.20","41.89K","-2.33%"
"02/14/2019","4.30","4.40","4.40","4.20","65.18K","0.00%"
"02/13/2019","4.30","4.30","4.40","4.30","547.46K","0.00%"
"02/12/2019","4.30","4.30","4.40","4.20","1.38M","0.00%"
"02/11/2019","4.30","4.40","4.40","4.30","722.79K","-2.27%"
"02/08/2019","4.40","4.20","4.50","4.20","2.70M","7.32%"
"02/07/2019","4.10","4.10","4.10","4.10","31.00K","2.50%"
"02/06/2019","4.00","4.10","4.20","4.00","31.72K","-4.76%"
"02/05/2019","4.20","4.10","4.20","4.00","6.69K","2.44%"
"02/01/2019","4.10","4.10","4.20","4.10","27.25K","2.50%"
"01/31/2019","4.00","4.10","4.10","4.00","103.57K","-2.44%"
"01/30/2019","4.10","4.20","4.20","4.10","120.03K","0.00%"
